Case Name,Status,Progress,Summary,State,Bill Information Link,Last Activity Date,Representatives to Contact,Sponsors,Category,Yea Votes,Nay Votes
AK HB183,Failed,Senate Committee,"This bill directs public and private schools to classify all interscholastic competitive sports teams as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans students whose ""biological sex"" is male from participating in sports teams designated for females, women, or girls. According to this bill, “biological sex” is established by the participant’s birth certificate if the sex designated on the birth certificate was designated at or near the time of birth. Students can sue the educational institution with claims they were harmed or lost some athletic opportunity as a result of a violation of this bill. ",Alaska,https://legiscan.com/AK/bill/HB183/2023,5/14/2024,,"Jamie Allard, Tom McKay, Sarah Vance, Frank Tomaszewski, David Eastman",Sports,"Craig Johnson, Dan Saddler, Cathy Tilton, David Eastman, George Rauscher, DeLena Johnson, Laddie Shaw, Ben Carpenter, Sarah Vance, Mike Prax, Mike Cronk, Kevin McCabe, Tom McKay, Stanley Wright, Justin Ruffridge, Will Stapp, Jesse Sumner, Frank Tomaszewski, Jamie Allard, Julie Coulombe","Bryce Edgmon, Neal Foster, Andy Josephson, Dan Ortiz, Louise Stutes, Zack Fields, Sara Hannan, Andi Story, Calvin Schrage, Ashley Carrick, Genevieve Mina, Jennifer Armstrong, Maxine Dibert, Andrew Gray, Cliff Groh, Conrad McCormick, Alyse Galvin, Rebecca Himschoot, Donna Mears"
AK HB214,Failed,House Committee,"This bill frames itself as a ban on Female Genital Mutilation, however it would also directly ban any sort of surgical gender affirming care procedures, otherwise known as bottom surgeries. It would also classify Female Genital Mutilation as a crime of similar seriousness to murder and sexual assault.",Alaska,https://legiscan.com/AK/bill/HB214/2023,1/16/2024,,David Eastman,Health Care,,
AK HB230,Failed,House Committee,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose “biological sex” is not female from participating in female, women, or girls sports, but the term “biological sex” is not defined. The requirements in this bill apply to public schools as well as private schools whose sports teams compete against those of public schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Alaska,https://legiscan.com/AK/bill/HB230/2021,3/24/2022,,"Kevin McCabe, George Rauscher, Tom McKay, Sarah Vance",Sports,,
AK HB338,Failed,House Floor,"This bill would increase the liability for any medical practitioner who provides or prescribes treatments to patients under 18 for any transition-related care. This includes puberty blockers, surgeries, and hormone replacement therapy. Patients can sue for any potential or perceived damages up to 20 years after the transition-related care. This can cause many providers to refuse service due to the open ended and long term risk to their practice.",Alaska,https://legiscan.com/AK/bill/HB338/2023,4/18/2024,,Jamie Allard,Health Care,,
AK HB382 ,Failed,House Committee,"This bill states that a public school shall notify parents if a school employee or contractor acts to change the student's gender markers, pronouns, or name used in school or if they allow the student to change sex-based accommodations such as bathrooms or locker rooms. Parents may also withdraw students from any sex education lesson or activity and must be notified of such lessons and activities at least two weeks in advance. This bill goes into effect immediately upon signing.",Alaska,https://legiscan.com/AK/bill/HB382/2023,2/20/2024,,Ben Carpenter,Student Suppression,,
AK SB96,Failed,Senate Committee,"This bill broadens parental access to school records and educational programming, particularly around issues of gender. The bill requires local school boards to create policies to promote the involvement of parents in schools, including requiring notification to (and permission from) a student's parent at least two weeks before any programming involving ""gender identity, human reproduction, or sexual matters."" The bill requires written permission from a parent before a student can be referred to by a different pronoun or name than is on school records. In addition, schools may not withhold information from a parent or guardian as to ""a child's physical, medical, or mental health"" when the parent or guardian requests access to school records. Finally, the bill requires ""the separation of students by biological sex"" in student locker rooms and bathrooms. The bill does not specify how ""biological sex"" is defined.",Alaska,https://legiscan.com/AK/bill/SB96/2023,3/8/2023,,,"Bathrooms,Educational Censorship,Student Suppression",,
AK SB140,Failed,Senate Floor,"This bill has a few ramifications. Firstly, there is no method stated by which to determine “biological sex”. This leaves this determination strategy completely open, meaning methods used could range from forced karyotyping tests, which would be financially prohibitive, to forced genital examinations of children, which leave high potential for childhood sexual abuses. Secondly, this bill is immense and wide reaching, applying to all schools, school districts, or even summer camps who receive public funding or who may play against a public school in athletics. Thirdly, investigations, complaints, or other acts of resistance against this bill have been explicitly forbidden.",Alaska,https://legiscan.com/AK/bill/SB140/2021,5/17/2022,,"Shelley Hughes, Mike Shower",Sports,"Bill Wielechowski, Bert Stedman, Jesse Kiehl, Gary Stevens, Elvi Gray-Jackson, Scott Kawasaki, Click Bishop, Lyman Hoffman","Donny Olson, Shelley Hughes, David Wilson, Mike Shower, Robert Myers"
AK SB245,Failed,Senate Committee,"This bills would require manufacturers of devices that can access the internet and are activated within the state to build in an automatic filter. This filter would allow parents to prevent their children from access material considered ""harmful to minors"". The definition for this term to broad but would apply to anything considered ""sexually explicit"" or of ""prurient interest"". This can and has historically been applied to queer media, especially trans and gender non-conforming media. Manufacturers who violate this can be sued by the attorney general as well as parents/guardians. Additionally it would make it a illegal for adults who are not the minor's parents or guardians to bypass this filter for a minor, punishable with civil and criminal charges. ",Alaska,https://legiscan.com/AK/bill/SB245/2023,2/19/2024,,Jesse Bjorkman,Digital Censorship,,
AZ HB2285,Failed,House Committee,"This bill requires that schools receive written permission from the legal guardian before a student can participate in any instruction about sex, sexuality, or HIV/AIDS. Furthermore, it states that sex education classes must ""emphasize biological sex and not gender identities"", and must “promote honor and respect for monogamous marriage”. The sex education curricula must be approved by the school’s governing body and parents must be given an opportunity to review and provide comments on the curricula prior to its approval. Schools that fail these guidelines shall be fined $15,000 per violation.",Arizona,https://legiscan.com/AZ/bill/HB2285/2022,1/20/2022,,,Educational Censorship,,
AZ HB2292,Failed,Failed,"This bill requires birth certificates (called birth records here) to have a ""biological sex"" designation that is either male or female, with non-binary designations being banned. It does not clarify how ""biological sex"" would be defined",Arizona,https://legiscan.com/AZ/bill/HB2292/2022,1/19/2022,,"John Fillmore, Frank Carroll, Neal Carter, Joseph Chaplik, Jacqueline Parker",Documents,,
AZ HB2293,Failed,House Committee,This bill states that a public school may not require a teacher or other employee to use a pronoun in reference to a student other than the pronoun that corresponds to the sex listed on that student’s birth certificate. It also states that employees cannot be penalized for refusing to use any pronouns in reference to a student other than the pronouns corresponding to the student’s sex on their birth certificate.,Arizona,https://legiscan.com/AZ/bill/HB2293/2022,1/19/2022,,"Joseph Chaplik, Neal Carter, Jacqueline Parker",Student Suppression,,
AZ HB2294,Failed,House Floor,"This bill states that any document issued by any agency, board, commission or department of the state of Arizona may only indicate an individual's sex as either male or female.",Arizona,https://legiscan.com/AZ/bill/HB2294/2022,2/8/2022,,"Joseph Chaplik, Neal Carter, John Fillmore, Jacqueline Parker",Documents,"Judy Burges, John Kavanagh, John Fillmore, Gail Griffin, Michelle Udall, Travis Grantham, David Cook, Kevin Payne, Ben Toma, Timothy Dunn, Leo Biasiucci, Frank Carroll, Shawna Bolick, Joseph Chaplik, Jake Hoffman, Steve Kaiser , Jacqueline Parker, Beverly Pingerelli, Justin Wilmeth, Quang H. Nguyen, Lupe Diaz, Teresa Martinez, Neal Carter","Cesar Chavez, Denise Epstein, Daniel Hernandez, Alma Hernandez, Jennifer Pawlik, Andres Cano, Jennifer L. Longdon, Myron Tsosie, Amish Shah, Judy Schwiebert, Melody Hernandez, Marcelino Quinonez, Brian Fernandez, Christopher Mathis"
AZ HB2312,Failed,Veto Override Vote,"This bill would ban trans women from women's shelters, halfway homes, and sex trafficking rehabilitation centers. ",Arizona,https://legiscan.com/AZ/bill/HB2312/2023,5/16/2023,,"Rachel Jones, Lupe Diaz, Liz Harris, Cory McGarr, Justine Wadsack",Bathrooms,"Steve Montenegro, David Gowan, Laurin Hendrix, John Kavanagh, J.D. Mesnard, Gail Griffin, David Farnsworth, Sonny Borrelli, David Livingston, Warren Petersen, T.J. Shope, Anthony Kern, Travis Grantham, David Cook, Kevin Payne, Ben Toma, Sine Kerr, Timothy Dunn, Leo Biasiucci, Frank Carroll, Joseph Chaplik, Jake Hoffman, Steve Kaiser , Jacqueline Parker, Beverly Pingerelli, Wendy Rogers, Justin Wilmeth, Quang H. Nguyen, Lupe Diaz, Teresa Martinez, Neal Carter, Selina Bliss, Janae Shamp, Matt Gress, John Gillette, Ken Bennett, Liz Harris, Justin Heap, Rachel Jones, Alexander Kolodin, Austin Smith, Cory McGarr, Barbara Parker, Michele Pena, David Marshall, Michael Carbone, Justine Wadsack","Catherine H. Miranda, Lela Alston, Sally Ann Gonzales, Lupe Contreras, Lydia Hernandez, Juan Mendez, Rosanna Gabaldon, Denise Epstein, Athena Salman, Alma Hernandez, Jennifer Pawlik, Andres Cano, Jennifer L. Longdon, Myron Tsosie, Christine Marsh, Judy Schwiebert, Stephanie Stahl Hamilton, Melody Hernandez, Marcelino Quinonez, Theresa Hatathlie, Brian Fernandez, Christopher Mathis, Eva Burch, Cesar Aguilar, Lorena Austin, Flavio Bravo, Patricia Contreras, Oscar De Los Santos, Nancy Gutierrez, Analise Ortiz, Mariana Sandoval, Keith Seaman, Laura Terech, Anastasia Travers, Seth Blattman, Consuelo Hernandez, Leezah Sun, Priya Sundareshan, Anna Hernandez, Eva Diaz, Mae Peshlakai"
AZ HB2314,Failed,House Committee,"This bill requires public schools to provide reasonable accommodations, including use of a single-occupancy restroom, for any person who is unable to use a multi-occupancy bathroom or changing facility. Reasonable accommodations do not include using a restroom or changing facility that is designated for the exclusive use of a sex that does not match that person’s sex assigned at birth. This bill also states that if a person encounters someone of the incorrect sex in a public school restroom or changing facility, or is asked to share sleeping quarters with a person of the opposite sex on a school field trip, they may sue the school in court. In this bill, sex is determined by the person’s birth certificate.",Arizona,https://legiscan.com/AZ/bill/HB2314/2022,2/15/2022,,"Quang H. Nguyen, Lupe Diaz, David Livingston, John Kavanagh, T.J. Shope, Shawna Bolick, Judy Burges, Michelle Udall","Bathrooms,Student Suppression",,
AZ HB2391,Failed,House Committee,"This bill is an attempt to codify the definitions of ""male"" and ""female"" in the state's general statutes. It states that a person's sex is determined by their ability, now or at any point, to produce either eggs or sperm. Those who produce eggs are legally considered ""female"" and sperm ""male"". The bill then calls for enforcing distinctions between the sexes in several areas including athletics, prisons, domestic violence shelters, and public restrooms serves the important governmental objective of protecting people's safety and privacy.",Arizona,https://legiscan.com/AZ/bill/HB2391/2024,1/22/2024,,"Alexander Kolodin, John Gillette, Rachel Jones, Barbara Parker",Trans Erasure,,
